1;air_base;1909.00;15.15;1079.00;1.80;0
1;anti_air_building;1911.00;15.20;1075.00;2.54;0
1;anti_air_building;1917.00;15.23;1086.00;2.04;0
1;anti_air_building;1918.00;14.00;1071.00;4.70;0
1;arms_factory;1880.00;13.32;1095.00;5.50;0
1;arms_factory;1892.00;16.23;1086.00;2.24;0
1;arms_factory;1901.00;14.35;1078.00;1.29;0
1;arms_factory;1906.00;15.98;1093.00;3.45;0
1;arms_factory;1908.00;16.20;1082.00;0.18;0
1;arms_factory;1909.00;15.98;1085.00;2.84;0
1;bunker;1878.00;11.15;1077.00;0.92;0
1;bunker;1878.00;12.88;1095.00;3.59;0
1;bunker;1880.00;12.05;1082.00;5.14;0
1;bunker;1881.00;12.65;1087.00;4.63;0
1;bunker;1885.00;13.50;1085.00;6.25;0
1;bunker;1886.00;14.30;1099.00;4.54;0
1;bunker;1890.00;14.40;1090.00;2.64;0
1;bunker;1893.00;15.65;1084.00;5.65;0
1;bunker;1895.00;14.73;1091.00;0.92;0
1;bunker;1896.00;14.38;1079.00;1.97;0
1;bunker;1897.00;14.65;1075.00;4.19;0
1;bunker;1903.00;15.55;1071.00;2.48;0
1;bunker;1906.00;16.65;1090.00;2.47;0
1;bunker;1912.00;15.65;1084.00;0.41;0
1;bunker;1915.00;15.95;1089.00;2.98;0
1;bunker;1920.00;13.90;1077.00;5.14;0
1;industrial_complex;1880.00;13.32;1099.00;6.02;0
1;industrial_complex;1883.00;11.98;1078.00;5.51;0
1;industrial_complex;1883.00;14.03;1104.00;6.12;0
1;industrial_complex;1888.00;14.45;1072.00;2.85;0
1;industrial_complex;1890.00;14.73;1092.00;3.96;0
1;industrial_complex;1906.00;16.65;1088.00;1.90;0
1;radar_station;1901.00;15.30;1092.00;4.10;0
2;air_base;2161.00;12.10;888.00;6.03;0
2;anti_air_building;2173.00;13.12;880.00;2.48;0
2;anti_air_building;2179.00;12.78;885.00;5.14;0
2;anti_air_building;2182.00;13.35;888.00;0.92;0
2;arms_factory;2159.00;11.23;879.00;2.24;0
2;arms_factory;2164.00;12.32;892.00;3.45;0
2;arms_factory;2168.00;12.32;885.00;2.85;0
2;arms_factory;2168.00;12.78;893.00;5.50;0
2;arms_factory;2169.00;12.62;905.00;1.29;0
2;arms_factory;2173.00;13.07;901.00;5.51;0
2;bunker;2143.00;11.50;903.00;5.14;0
2;bunker;2150.00;11.07;889.00;6.19;0
2;bunker;2156.00;11.38;884.00;0.41;0
2;bunker;2162.00;12.32;902.00;2.47;0
2;bunker;2167.00;11.78;875.00;4.98;0
2;bunker;2168.00;12.98;898.00;1.97;0
2;bunker;2169.00;12.80;892.00;4.03;0
2;bunker;2175.00;13.05;892.00;0.41;0
2;bunker;2178.00;12.88;879.00;4.63;0
2;bunker;2184.00;13.40;897.00;4.54;0
2;industrial_complex;2143.00;10.82;882.00;6.02;0
2;industrial_complex;2153.00;11.38;890.00;1.80;0
2;industrial_complex;2156.00;12.10;898.00;3.96;0
2;industrial_complex;2173.00;12.73;883.00;1.90;0
2;industrial_complex;2176.00;12.93;881.00;6.12;0
2;industrial_complex;2182.00;13.40;897.00;4.46;0
2;radar_station;2157.00;11.50;884.00;2.98;0
3;air_base;2319.00;9.60;1241.00;0.25;0
3;anti_air_building;2271.00;16.65;1238.00;6.16;0
3;anti_air_building;2282.00;14.50;1239.00;3.15;0
3;anti_air_building;2287.00;13.95;1232.00;1.09;0
3;arms_factory;2297.00;13.35;1241.00;5.51;0
3;arms_factory;2299.00;13.10;1237.00;6.02;0
3;arms_factory;2302.00;13.03;1244.00;2.85;0
3;arms_factory;2308.00;11.45;1225.00;1.90;0
3;arms_factory;2311.00;11.05;1257.00;1.29;0
3;arms_factory;2318.00;9.93;1244.00;3.45;0
3;bunker;2275.00;14.65;1242.00;3.59;0
3;bunker;2278.00;13.93;1220.00;2.98;0
3;bunker;2284.00;13.95;1230.00;4.19;0
3;bunker;2287.00;13.32;1226.00;0.41;0
3;bunker;2294.00;13.43;1237.00;6.25;0
3;bunker;2298.00;13.40;1252.00;5.14;0
3;bunker;2303.00;12.35;1228.00;0.92;0
3;bunker;2308.00;11.90;1231.00;2.48;0
3;bunker;2314.00;10.98;1247.00;4.54;0
3;bunker;2316.00;10.60;1244.00;2.64;0
3;bunker;2318.00;9.60;1254.00;0.92;0
3;coastal_bunker;2315.00;9.50;1225.00;1.11;0
3;coastal_bunker;2315.00;9.50;1226.00;1.17;0
3;coastal_bunker;2318.00;9.55;1256.00;-4.43;0
3;coastal_bunker;2319.00;9.50;1250.00;-4.57;0
3;coastal_bunker;2320.00;9.50;1238.00;1.57;0
